add,To give by way of increased possession (to any one); to bestow (on).,"To join or unite, as one thing to another, or as several particulars, so as to increase the number, augment the quantity, enlarge the magnitude, or so as to form into one aggregate. Hence: To sum up; to put together mentally; as, to add numbers; to add up a column.","To append, as a statement; to say further.","To make an addition. To add to, to augment; to increase; as, it adds to our anxiety.","To perform the arithmetical operation of addition; as, he adds rapidly.",
kind,Characteristic of the species; belonging to one's nature; natural; native.,"Having feelings befitting our common nature; congenial; sympathetic; as, a kind man; a kind heart.",Showing tenderness or goodness; disposed to do good and confer happiness; averse to hurting or paining; benevolent; benignant; gracious.,"Proceeding from, or characterized by, goodness, gentleness, or benevolence; as, a kind act.","Gentle; tractable; easily governed; as, a horse kind in harness.",Nature; natural instinct or disposition.,"Race; genus; species; generic class; as, in mankind or humankind.","Nature; style; character; sort; fashion; manner; variety; description; class; as, there are several kinds of eloquence, of style, and of music; many kinds of government; various kinds of soil, etc.",To beget.,
shock,"A pile or assemblage of sheaves of grain, as wheat, rye, or the like, set up in a field, the sheaves varying in number from twelve to sixteen; a stook.",A lot consisting of sixty pieces; -- a term applied in some Baltic ports to loose goods.,"To collect, or make up, into a shock or shocks; to stook; as, to shock rye.",To be occupied with making shocks.,"A quivering or shaking which is the effect of a blow, collision, or violent impulse; a blow, impact, or collision; a concussion; a sudden violent impulse or onset.","A sudden agitation of the mind or feelings; a sensation of pleasure or pain caused by something unexpected or overpowering; also, a sudden agitating or overpowering event.","A sudden depression of the vital forces of the entire body, or of a port of it, marking some profound impression produced upon the nervous system, as by severe injury, overpowering emotion, or the like.","The sudden convulsion or contraction of the muscles, with the feeling of a concussion, caused by the discharge, through the animal system, of electricity from a charged body.","To give a shock to; to cause to shake or waver; hence, to strike against suddenly; to encounter with violence.","To strike with surprise, terror, horror, or disgust; to cause to recoil; as, his violence shocked his associates.",To meet with a shock; to meet in violent encounter.,A dog with long hair or shag; -- called also shockdog.,"A thick mass of bushy hair; as, a head covered with a shock of sandy hair.","Bushy; shaggy; as, a shock hair.",
sick,Affected with disease of any kind; ill; indisposed; not in health. See the Synonym under Illness.,"Affected with, or attended by, nausea; inclined to vomit; as, sick at the stomach; a sick headache.","Having a strong dislike; disgusted; surfeited; -- with of; as, to be sick of flattery.",Corrupted; imperfect; impaired; weakned.,Sickness.,To fall sick; to sicken.,
